"Time","Drag Coefficient Monitor: Drag Coefficient Monitor"
1.0,-1.182891163973847E-4
1.0,0.022876837593984827
1.0,0.006072957858285114
1.0,0.0012678986752929534
1.0,0.001612884512661144
1.0,0.0022470805030437376
1.0,0.0019800569844040656
1.0,0.001849704545025404
1.0,0.0015768299951913764
1.0,8.939686086160942E-4
1.0,-0.0011591535395892277
1.0,-3.7752954335846595E-4
1.0,-4.7185182579724136E-5
1.0,2.2513743389733062E-4
1.0,4.2115638470137016E-4
1.0,1.0350342662763735E-4
1.0,-2.958763304393537E-4
1.0,-1.2778181823131158E-4
1.0,2.235540345718204E-4
1.0,5.74757575425917E-4
1.0,6.47316789559585E-4
1.0,8.508307857177413E-4
1.0,8.327616833328851E-4
1.0,8.592148077946835E-4
1.0,5.784738077681082E-4
1.0,-0.001211075641763742
1.0,-0.0010213419036099582
1.0,-8.831393984485704E-4
1.0,-0.0010534030295317796
1.0,-0.0014510479034091214
1.0,-0.0016362181400207574
1.0,-0.0016527858314398936
1.0,-0.0015830481975480917
1.0,-0.001432489802379901
1.0,-0.0011273150817511055
1.0,-7.045265349370011E-4
1.0,-2.921662990390363E-4
1.0,1.0402270977525596E-5
1.0,1.755140314562963E-4
1.0,1.637935417026535E-4
1.0,1.506718256958774E-4
1.0,1.842700906760471E-4
1.0,2.333154400124268E-4
1.0,2.496451201441709E-4
1.0,2.2682927001624686E-4
1.0,1.591601592247782E-4
1.0,9.533041316634331E-5
1.0,7.319138272678846E-5
1.0,6.728448564874224E-5
1.0,3.52171109083911E-5
1.02,-9.978327809117658E-6
1.04,-1.3484247840476662E-5
1.06,-9.567111574545687E-5
1.08,-1.8601449947110935E-4
1.1,-1.4143383010708108E-4
1.12,4.8173132777088804E-5
1.1400000000000001,1.9373060754033323E-4
1.16,2.2936518116367698E-4
1.18,2.2244611191293435E-4
1.2,1.7732705782004743E-4
1.22,1.381091812496091E-4
1.24,1.9839734481508602E-4
1.26,2.261091794285453E-4
1.28,2.718028005331699E-4
1.3,3.081866078591651E-4
1.32,3.090517862994066E-4
1.34,2.6150812485968333E-4
1.3599999999999999,1.8664677114866156E-4
1.38,1.2052659304367022E-4
1.4,6.137597907794274E-5
1.42,1.3253123081507986E-5
1.44,-1.234621703708535E-5
1.46,4.538633801787093E-6
1.48,4.521729190295098E-5
1.5,9.172746795022314E-5
1.52,1.662832854415803E-4
1.54,2.0509787908286326E-4
1.56,1.8739946574019152E-4
1.58,1.4679287465648922E-4
1.6,1.106748769650824E-4
1.62,1.30050835918002E-4
1.6400000000000001,2.0614483510334226E-4
1.6600000000000001,2.958774045226953E-4
1.6800000000000002,3.6329487510918207E-4
1.7,3.729463895917409E-4
1.72,3.284218965423522E-4
1.74,2.2271971628904107E-4
1.76,6.283644180149814E-5
1.78,-8.866390147690059E-5
1.8,-1.8989551384231563E-4
1.8199999999999998,-2.2683183829994193E-4
1.8399999999999999,-2.06959919555412E-4
1.8599999999999999,-1.6117073844941512E-4
1.88,-1.220894781993189E-4
1.9,-1.0239536536653398E-4
1.92,-1.048337045397623E-4
1.94,-1.295661433560991E-4
1.96,-1.7089278264515177E-4
1.98,-2.3442380056538968E-4
2.0,-3.056608936564788E-4
2.02,-3.7510441286751114E-4
2.04,-4.351806981102089E-4
2.06,-4.916689789575836E-4
2.08,-5.291468160459514E-4
2.1,-5.346019502444002E-4
2.12,-5.051501095288506E-4
2.14,-4.4163571150368275E-4
2.16,-3.621370782673561E-4
2.18,-2.6962955465062514E-4
2.2,-1.9813202837652577E-4
2.22,-1.3978349592485014E-4
2.24,-9.240280833158452E-5
2.26,-5.472690398388454E-5
2.2800000000000002,-2.808028773765192E-5
2.3,-6.558023484776509E-6
2.32,1.4023303150427868E-5
2.34,3.2507340751851884E-5
2.36,4.9664018162149184E-5
2.38,6.058589467357262E-5
2.4,5.9179031532574305E-5
2.42,4.939404044561918E-5
2.44,3.337401554035338E-5
2.46,7.257128506961362E-6
2.48,-2.506159771804381E-5
2.5,-5.1507993782994305E-5
2.52,-6.289851294543272E-5
2.54,-5.815380145537397E-5
2.56,-5.0330357118681734E-5
2.58,-5.109516256018131E-5
2.6,-6.145483931082433E-5
2.62,-8.011607243966239E-5
2.64,-1.0180722474526429E-4
2.66,-1.2144927963540761E-4
2.68,-1.364808837592227E-4
2.7,-1.4485412061544122E-4
2.7199999999999998,-1.4510657526769377E-4
2.74,-1.3983943294988834E-4
2.76,-1.2954169054467905E-4
2.7800000000000002,-1.1394391513995548E-4
2.8,-9.666409079626338E-5
2.82,-7.851679196559788E-5
2.84,-6.298657493351151E-5
2.86,-5.108769982327963E-5
2.88,-4.675757646363685E-5
2.9,-5.026878073591563E-5
2.92,-6.282018136860015E-5
2.94,-8.501558777747763E-5
2.96,-1.1085743422305396E-4
2.98,-1.357301303211498E-4
3.0,-1.5468350200879106E-4
3.02,-1.631953570964332E-4
3.04,-1.4214309433623252E-4
3.06,-1.29967809647761E-4
3.08,-1.2888410031275624E-4
3.1,-1.1122410478038582E-4
3.12,-7.28545738175071E-5
3.14,-2.110124789649992E-5
3.16,2.1697526312780497E-5
3.18,3.617168567370841E-5
3.2,2.1589587275707024E-5
3.22,-1.095959317065273E-5
3.24,-4.453694854916168E-5
3.26,-6.71609837031615E-5
3.2800000000000002,-7.467164660987649E-5
3.3,-6.812132441620307E-5
3.32,-5.288425998789241E-5
3.34,-3.664434430791376E-5
3.36,-2.5556944890657773E-5
3.38,-2.400134937302641E-5
3.4,-3.450759757809083E-5
3.42,-5.542747641777166E-5
3.44,-8.071917113305865E-5
3.46,-1.0376916089809051E-4
3.48,-1.2039182933856913E-4
3.5,-1.2741741103976744E-4
3.52,-1.2489791663325813E-4
3.54,-1.1359529567315454E-4
3.56,-9.718476087404776E-5
3.58,-8.125671671303741E-5
3.6,-7.02585335100463E-5
3.62,-6.64158019763385E-5
3.64,-6.849575114041503E-5
3.66,-7.549738584138835E-5
3.68,-8.404366728635032E-5
3.7,-9.174045384100693E-5
3.7199999999999998,-9.647806018374031E-5
3.74,-9.784073500195669E-5
3.76,-9.640737337702194E-5
3.7800000000000002,-9.525180491194561E-5
3.8,-9.591655277052015E-5
3.82,-1.0096970246802501E-4
3.84,-1.0995149760665096E-4
3.86,-1.2168022040015811E-4
3.88,-1.3316797796106584E-4
3.9,-1.4298933349201801E-4
3.92,-1.4957475919854236E-4
3.94,-1.514361302742526E-4
3.96,-1.4804850736639368E-4
3.98,-1.413691774181019E-4
4.0,-1.328545898260382E-4
4.02,-1.2576064338411122E-4
4.04,-1.321015538921046E-4
4.06,-1.529716002575697E-4
4.08,-1.6654321665256149E-4
4.1,-1.7870946297545573E-4
4.12,-1.671588016728454E-4
4.14,-1.6656132680810382E-4
4.16,-1.5255349427102443E-4
4.18,-1.6418391469517725E-4
4.2,-1.7525608866952904E-4
4.22,-1.8548003095164605E-4
4.24,-1.8612195017652646E-4
4.26,-1.807169197012099E-4
4.28,-1.6922649987283065E-4
4.3,-1.58758006354131E-4
4.32,-1.5034244124684527E-4
4.34,-1.470620253479983E-4
4.36,-1.448142135721935E-4
4.38,-1.4385346910584818E-4
4.4,-1.4254203240843797E-4
4.42,-1.3854296964852555E-4
4.44,-1.326082074368019E-4
4.46,-1.2267107711015678E-4
4.48,-1.1549038356425289E-4
4.5,-1.0884421940844148E-4
4.52,-1.0954451074313802E-4
4.54,-1.1409335627499079E-4
4.5600000000000005,-1.3008448552539128E-4
4.58,-1.48082028178812E-4
4.6,-1.713953397298422E-4
4.62,-1.888032851987529E-4
4.64,-2.075909785228873E-4
4.66,-2.1430316354955958E-4
4.68,-2.2072183906285295E-4
4.7,-2.171339643586054E-4
4.72,-2.2113564431628792E-4
4.74,-2.1779610682319978E-4
4.76,-2.2575176420233295E-4
4.78,-2.3085277123874299E-4
4.8,-2.49462721286095E-4
4.82,-2.6042177636981516E-4
4.84,-2.780758734396634E-4
4.86,-2.8314051788012635E-4
4.88,-2.9367917235476363E-4
4.9,-2.8693994433611316E-4
4.92,-2.8449114402334625E-4
4.9399999999999995,-2.6929600457881875E-4
4.96,-2.6640836312099756E-4
4.98,-2.563810425000021E-4
5.0,-2.603068351223869E-4
5.02,-2.591969364265788E-4
5.04,-2.7134257993834403E-4
5.06,-2.889508489326734E-4
5.08,-3.4001642883029485E-4
5.1,-3.641595110750918E-4
5.12,-3.83860100768559E-4
5.14,-3.5415029499902777E-4
5.16,-3.510991604853438E-4
5.18,-3.128448803416366E-4
5.2,-2.9631300276537764E-4
5.22,-2.773063629871193E-4
5.24,-2.7643136357527925E-4
5.26,-2.666751817692705E-4
5.28,-2.670573863986117E-4
5.3,-2.6622860671220443E-4
5.32,-2.780967659728786E-4
5.34,-2.8705333981268033E-4
5.36,-2.990809833899975E-4
5.38,-3.026086382662068E-4
5.4,-3.052014757529142E-4
5.42,-2.9986096263027697E-4
5.44,-2.935504363092478E-4
5.46,-2.846277855340462E-4
5.48,-2.8036587100039695E-4
5.5,-2.809054225928339E-4
5.52,-2.86992039327476E-4
5.54,-2.966727242510044E-4
5.5600000000000005,-3.06996335421783E-4
5.58,-3.1899214866414234E-4
5.6,-3.305708282929933E-4
5.62,-3.431179450293213E-4
5.64,-3.5417405506919943E-4
5.66,-3.642935003747097E-4
5.68,-3.716582577510881E-4
5.7,-3.7456221537355135E-4
5.72,-3.7068769338991495E-4
5.74,-3.6742149601460275E-4
5.76,-3.630357908908618E-4
5.78,-3.604168606562505E-4
5.8,-3.569908831438393E-4
5.82,-3.603785313738809E-4
5.84,-3.63706882489388E-4
5.86,-3.6435375588522007E-4
5.88,-3.531487000130066E-4
5.9,-3.4117315369151265E-4
5.92,-3.207598726305358E-4
5.9399999999999995,-2.9313821187937074E-4
5.96,-2.648654089301746E-4
5.98,-2.508429447976491E-4
6.0,-2.5397893881562515E-4
6.02,-2.697783255319885E-4
6.04,-2.9626497331619264E-4
6.06,-3.3221712662438984E-4
6.08,-3.837138101492443E-4
6.1,-4.4693646032126303E-4
6.12,-4.910898389354886E-4
6.14,-5.049441905079874E-4
6.16,-5.092761673941835E-4
6.18,-5.055700091116623E-4
6.2,-5.130764227006141E-4
6.22,-5.310252966448975E-4
6.24,-5.455238576437482E-4
6.26,-5.537343804692989E-4
6.28,-5.491406803650605E-4
6.3,-5.365799414342831E-4
6.32,-5.233969951197676E-4
6.34,-5.182534789757611E-4
6.36,-5.090224209854173E-4
6.38,-5.039153397952279E-4
6.4,-5.075328890572958E-4
6.42,-5.254258321436148E-4
6.44,-5.47366769116106E-4
6.46,-5.766374145119692E-4
6.48,-6.034008568008288E-4
6.5,-6.312655238595211E-4
6.52,-6.447578555725124E-4
6.54,-6.405526600176974E-4
6.5600000000000005,-6.194179099761602E-4
6.58,-5.90908834676388E-4
6.6,-5.659607517645448E-4
6.62,-5.29701882811738E-4
6.64,-5.011630371654285E-4
6.66,-4.7639661705396486E-4
6.68,-4.6576637784167814E-4
6.7,-4.5771370765796223E-4
6.72,-4.374508138605723E-4
6.74,-4.1006836370756627E-4
6.76,-3.873275914939907E-4
6.78,-3.6909043884299637E-4
6.8,-3.447033868428099E-4
6.82,-3.3313579338753083E-4
6.84,-3.3160456889896384E-4
6.86,-3.425188244047403E-4
6.88,-3.585106594896256E-4
6.9,-3.78169469980235E-4
6.92,-4.0718353980467425E-4
6.9399999999999995,-4.4078180251644697E-4
6.96,-4.7362960726456414E-4
6.98,-5.027074951702111E-4
7.0,-5.348567770279321E-4
7.02,-5.648714059220954E-4
7.04,-5.903012633787314E-4
7.06,-6.149674094018447E-4
7.08,-6.362299424395333E-4
7.1,-6.494200042441891E-4
7.12,-6.443009944678339E-4
7.14,-6.29283820960256E-4
7.16,-6.014147294469321E-4
7.18,-5.593052990181757E-4
7.2,-5.318615799949543E-4
7.22,-5.137510315795895E-4
7.24,-5.003146108112383E-4
7.26,-4.884565520910794E-4
7.28,-4.8687984528561577E-4
7.3,-4.972188557573559E-4
7.32,-5.116098842416562E-4
7.34,-5.391428987668652E-4
7.36,-5.681713185268426E-4
7.38,-5.985049636924452E-4
7.4,-6.08854415486404E-4
7.42,-6.101399156546258E-4
7.44,-5.972992575779548E-4
7.46,-5.913413240307835E-4
7.48,-5.815875643537767E-4
7.5,-5.820194162745868E-4
7.52,-5.936306419659482E-4
7.54,-6.313657239945573E-4
7.5600000000000005,-6.890778230015632E-4
7.58,-7.638548079940095E-4
7.6,-8.489163995956334E-4
7.62,-9.289831799696862E-4
7.64,-9.935291466922405E-4
7.66,-0.0010370810982890124
7.68,-0.0010543458598832182
7.7,-0.0010490013480702243
7.72,-0.0010134154073202885
7.74,-9.713251397233258E-4
7.76,-9.251392413211067E-4
7.78,-8.904349733600008E-4
7.8,-8.655983035144115E-4
7.82,-8.643900842061901E-4
7.84,-8.773336671204585E-4
7.86,-8.922533747906246E-4
7.88,-9.00082514512632E-4
7.9,-8.97949596304394E-4
7.92,-8.77590479720755E-4
7.9399999999999995,-8.457441540097328E-4
7.96,-8.058678338799306E-4
7.98,-7.716274707983471E-4
8.0,-7.477019056436559E-4
8.02,-7.362822672524628E-4
8.04,-7.352707559136426E-4
8.06,-7.449495798889855E-4
8.08,-7.999548028677899E-4
8.1,-8.558729373959211E-4
8.12,-9.077215255877185E-4
8.14,-9.456600468614064E-4
8.16,-9.99316152333987E-4
8.18,-0.0010528556066575798
8.2,-0.0010941212567358006
8.22,-0.0011176331681526446
8.24,-0.0011167389655403093
8.26,-0.0010999500055650236
8.28,-0.0010752700582483405
8.3,-0.0010607355180456248
8.32,-0.0010710613760920374
8.34,-0.00110054227079712
8.36,-0.0011457439690424505
8.38,-0.0011982504665683123
8.4,-0.0012385502655813284
8.42,-0.0012559015103235723
8.44,-0.0012418729829403465
8.46,-0.0012087541073585854
8.48,-0.0011631024508445252
8.5,-0.001109675728084511
8.52,-0.0010625685913412206
8.54,-0.001034393578158654
8.56,-0.001035128300451117
8.58,-0.001059183944512541
8.6,-0.0011038673866262652
8.62,-0.0011501542654940408
8.64,-0.0011923453583547996
8.66,-0.001208509808745383
8.68,-0.001193517407851761
8.7,-0.0011491277012385939
8.72,-0.001090368689264448
8.74,-0.0010264679662148825
8.76,-9.743757269688809E-4
8.78,-9.409330526990423E-4
8.8,-9.341932856070355E-4
8.82,-9.452401583120347E-4
8.84,-9.675698519576028E-4
8.86,-9.89576432112558E-4
8.88,-0.0010027497845889364
8.9,-0.0010067212846978483
8.92,-9.927841240222081E-4
8.94,-9.694881252864781E-4
8.96,-9.439794673869244E-4
8.98,-9.345210116833442E-4
9.0,-9.415598227509668E-4
9.02,-9.607586555187989E-4
9.04,-9.948596828165816E-4
9.06,-0.0010772339966839764
9.08,-0.0011573491795796329
9.1,-0.0012370314355165013
9.12,-0.0012685129543213022
9.14,-0.0012725083493099398
9.16,-0.0012452160051408252
9.18,-0.001195900927185254
9.2,-0.0011272528214351606
9.22,-0.0010449505537775323
9.24,-9.753475028045935E-4
9.26,-9.30300222619816E-4
9.28,-9.168036827756629E-4
9.3,-9.230119387725219E-4
9.32,-9.495815117705536E-4
9.34,-9.81252442300458E-4
9.36,-0.0010068453144555527
9.38,-0.0010152772502581074
9.4,-0.0010026731506516018
9.42,-9.826904970592937E-4
9.44,-9.569816170444714E-4
9.46,-9.35138584398673E-4
9.48,-9.233324423932916E-4
9.5,-9.346512307935528E-4
9.52,-9.671647169554418E-4
9.54,-0.0010090116335557421
9.56,-0.0010523912310975306
9.58,-0.0010936746593325484
9.6,-0.0011253593651335825
9.62,-0.0011423521488356915
9.64,-0.00114843185617444
9.66,-0.0011543237988816755
9.68,-0.0011693495914725633
9.7,-0.001194131045410255
9.72,-0.0012312489974604472
9.74,-0.0012716407926350746
9.76,-0.0013092760314019252
9.78,-0.001324963566050939
9.8,-0.0013178581297343503
9.82,-0.0012813306566951512
9.84,-0.0012230153520514729
9.86,-0.0011447037048558676
9.88,-0.0010648408450935223
9.9,-9.955009460437625E-4
9.92,-9.431733241345479E-4
9.94,-9.10152080905341E-4
9.96,-8.978630199820912E-4
9.98,-8.934648184945814E-4
10.0,-8.878514540577143E-4
10.02,-8.800094498293863E-4
10.04,-8.786114743346192E-4
10.06,-8.950649429111056E-4
10.08,-9.038881261389688E-4
10.1,-8.951809794176967E-4
10.12,-8.57969860728871E-4
10.14,-8.360601726665695E-4
10.16,-8.162806662445393E-4
10.18,-8.252642159969345E-4
10.2,-8.542823481999388E-4
10.22,-8.901025545505702E-4
10.24,-9.18598980379224E-4
10.26,-9.267450247297529E-4
10.28,-9.125770761103796E-4
10.3,-8.742826066009602E-4
10.32,-8.323949834926234E-4
10.34,-7.943278907671798E-4
10.36,-7.687031651887042E-4
10.38,-7.637850438188276E-4
10.4,-7.787851967969913E-4
10.42,-8.056260826336135E-4
10.44,-8.321772249902337E-4
10.46,-8.526144758040109E-4
10.48,-8.574461689399367E-4
10.5,-8.476274551133206E-4
10.52,-8.269970654026083E-4
10.54,-8.07682881566206E-4
10.56,-7.913228664229645E-4
10.58,-7.867222118457126E-4
10.6,-7.845287967007197E-4
10.62,-7.831035630826857E-4
10.64,-7.777016477161128E-4
10.66,-7.629842004439377E-4
10.68,-7.426138717326191E-4
10.7,-7.120584647033159E-4
10.72,-6.79362120687841E-4
10.74,-6.469631645617147E-4
10.76,-6.209810883428637E-4
10.78,-6.119167965351889E-4
10.8,-6.114803546878266E-4
10.82,-6.214056821846896E-4
10.84,-6.321062610987108E-4
10.86,-6.422443819339273E-4
10.88,-6.525756622685794E-4
10.9,-6.549176712930483E-4
10.92,-6.514599384627109E-4
10.94,-6.455926110836973E-4
10.96,-6.376710428504334E-4
10.98,-6.311323422735866E-4
11.0,-6.222259821354392E-4
11.02,-6.065540562017889E-4
11.04,-5.970236742491838E-4
11.06,-5.956908011883852E-4
11.08,-6.049230663084821E-4
11.1,-6.02164374395608E-4
11.12,-5.904735428492829E-4
11.14,-5.687515418777958E-4
11.16,-5.621422417034316E-4
11.18,-5.782834753265267E-4
11.2,-6.094159781322507E-4
11.22,-6.44955628761531E-4
11.24,-6.698005172856564E-4
11.26,-6.879414907981377E-4
11.28,-7.009484636543774E-4
11.3,-7.184937579050082E-4
11.32,-7.360976293720629E-4
11.34,-7.558893350194732E-4
11.36,-7.780513580626006E-4
11.38,-8.027240706042408E-4
11.4,-8.235874261001357E-4
11.42,-8.391317376857539E-4
11.44,-8.512221346912262E-4
11.46,-8.593102726743784E-4
11.48,-8.67313805956369E-4
11.5,-8.753457873096014E-4
11.52,-8.842884594223706E-4
11.54,-8.937243585713967E-4
11.56,-9.016541684713397E-4
11.58,-9.096621384015816E-4
11.6,-9.14478317988128E-4
11.62,-9.16072624500478E-4
11.64,-9.142500553927374E-4
11.66,-9.143741643083055E-4
11.68,-9.11830372625079E-4
11.7,-9.17790709243411E-4
11.72,-9.180933499063848E-4
11.74,-9.208203522939807E-4
11.76,-9.166725864808174E-4
11.78,-9.107053939179565E-4
11.8,-9.011906501991809E-4
11.82,-8.844544996260228E-4
11.84,-8.702640896733261E-4
11.86,-8.557380694034977E-4
11.88,-8.409875213481388E-4
11.9,-8.332557120482066E-4
11.92,-8.267911087453093E-4
11.94,-8.238576981473826E-4
11.96,-8.208443946667737E-4
11.98,-8.177844800561212E-4
12.0,-8.151025930452013E-4
12.02,-8.081330741274757E-4
12.04,-8.096852218230048E-4
12.06,-8.232041477598362E-4
12.08,-8.582716638285962E-4
12.1,-9.033691022121884E-4
12.12,-9.346747269176074E-4
12.14,-9.517633935406452E-4
12.16,-9.456882519448767E-4
12.18,-9.654459141119569E-4
12.2,-9.9036538880815E-4
12.22,-0.0010162651142560154
12.24,-0.001044011457291122
12.26,-0.0010679447248361264
12.28,-0.0010825744742552778
12.3,-0.0010893566225011258
12.32,-0.0010919422121105449
12.34,-0.0010917075665709999
12.36,-0.0010903131187426308
12.38,-0.0010888999281359266
12.4,-0.00108420201844429
12.42,-0.0010862248529696732
12.44,-0.0010858436414656533
12.46,-0.0010856250937072492
12.48,-0.001074689169335736
12.5,-0.0010603413507796167
12.52,-0.001038796805347099
12.54,-0.0010220603762971124
12.56,-0.0010011991481923437
12.58,-9.861871109377903E-4
12.6,-9.710907906620112E-4
12.62,-9.714838753700249E-4
12.64,-9.699439679373023E-4
12.66,-9.765393440474471E-4
12.68,-9.767895799009292E-4
12.7,-9.855466448848303E-4
12.72,-9.86591962659287E-4
12.74,-9.940701224155214E-4
12.76,-9.994019917556286E-4
12.78,-0.0010099891828226281
12.8,-0.001013985025936982
12.82,-0.0010222687663120162
12.84,-0.001025872650962727
12.86,-0.0010288696219419794
12.88,-0.0010292248604332423
12.9,-0.0010280555111485156
12.92,-0.0010223222825177763
12.94,-0.001015583698250134
12.96,-0.001010416293455347
12.98,-0.0010063326864458363
13.0,-9.994096732090793E-4
13.02,-9.958022839585301E-4
13.04,-9.954343510372283E-4
13.06,-0.0010299984320365125
13.08,-0.0010533640747067145
13.1,-0.0010802441929257302
13.12,-0.001077864831847226
13.14,-0.0010728339283289823
13.16,-0.0010605623521897543
13.18,-0.0010530812139929618
13.2,-0.0010524386866675951
13.22,-0.0010590818677209235
13.24,-0.0010622158822522461
13.26,-0.0010627818391667023
13.28,-0.0010602830211075367
13.3,-0.0010621451583454266
13.32,-0.001057753653401035
13.34,-0.0010523892322753367
13.36,-0.0010428747963346396
13.38,-0.0010350569008462137
13.4,-0.0010270412228612633
13.42,-0.0010180904958052757
13.44,-0.0010103052805106635
13.46,-0.0010016629297571278
13.48,-9.943145594328124E-4
13.5,-9.87407755997479E-4
13.52,-9.812920122238532E-4
13.54,-9.726346587236428E-4
13.56,-9.63953350701079E-4
13.58,-9.606064732352841E-4
13.6,-9.518688483617459E-4
13.62,-9.438426091485945E-4
13.64,-9.320756035573858E-4
13.66,-9.26402483390805E-4
13.68,-9.157937191862765E-4
13.7,-9.076222926725374E-4
13.72,-8.905282578213528E-4
13.74,-8.812254708476619E-4
13.76,-8.701877383671516E-4
13.78,-8.619402693512085E-4
13.8,-8.480027197262134E-4
13.82,-8.388510441887905E-4
13.84,-8.270329737698055E-4
13.86,-8.154103660023007E-4
13.88,-8.038160867007529E-4
13.9,-7.965155703901016E-4
13.92,-7.827064392656377E-4
13.94,-7.704778384884723E-4
13.96,-7.597267493696992E-4
13.98,-7.545608294884757E-4
14.0,-7.45138391743763E-4
14.02,-7.346316551580173E-4
14.04,-7.238081641489555E-4
14.06,-7.39614799379786E-4
14.08,-7.558544816854445E-4
14.1,-7.690082935137412E-4
14.12,-7.51086887642814E-4
14.14,-7.286523734314617E-4
14.16,-6.922210330298446E-4
14.18,-6.878654787292849E-4
14.2,-6.781780650955469E-4
14.22,-6.671593106387648E-4
14.24,-6.562632942871986E-4
14.26,-6.416936358173707E-4
14.28,-6.282648321323652E-4
14.3,-6.16602559254816E-4
14.32,-6.037102623117555E-4
14.34,-5.89994811067388E-4
14.36,-5.765972742091751E-4
14.38,-5.654395998782451E-4
14.4,-5.525405402480606E-4
14.42,-5.411464101801162E-4
14.44,-5.260286604970595E-4
14.46,-5.137216289485154E-4
14.48,-4.989840055413153E-4
14.5,-4.861324487606116E-4
14.52,-4.736327281030399E-4
14.54,-4.6281253598578576E-4
14.56,-4.4910525398361625E-4
14.58,-4.364268815224789E-4
14.6,-4.2582288611698894E-4
14.62,-4.1538220697306217E-4
14.64,-4.045271363366901E-4
14.66,-3.9018406389797216E-4
14.68,-3.7647236877862676E-4
14.7,-3.646531236973361E-4
14.72,-3.5303632933652245E-4
14.74,-3.370485816984237E-4
14.76,-3.245260256047402E-4
14.78,-3.1138737812852414E-4
14.8,-2.993547741017491E-4
14.82,-2.857143705828776E-4
14.84,-2.7685044539922296E-4
14.86,-2.6375509759500083E-4
14.88,-2.508214872860308E-4
14.9,-2.391198013316355E-4
14.92,-2.2996847742246424E-4
14.94,-2.205121908273362E-4
14.96,-2.0782549665922774E-4
14.98,-1.9701380464628627E-4
15.0,-1.84618471074425E-4
15.02,-1.7692567328931417E-4
15.04,-1.6993480338231415E-4
15.06,-1.6486948170883466E-4
15.08,-1.5877973439979538E-4
15.1,-1.6533258633818148E-4
15.12,-1.4110584276537478E-4
15.14,-1.2126526887491338E-4
15.16,-9.130468723303662E-5
15.18,-6.456745357438005E-5
15.2,-4.2432493117592817E-5
15.22,-2.1317741438254603E-5
15.24,4.25349674976277E-7
15.26,1.713471596375169E-5
15.28,3.82260203277102E-5
15.3,5.8546844449126176E-5
15.32,7.521941389938922E-5
15.34,8.98942769284065E-5
15.36,1.0612339101428666E-4
15.38,1.2310351788115002E-4
15.4,1.375413332686332E-4
15.42,1.500964066501943E-4
15.44,1.6619372418379897E-4
15.46,1.7788052514443618E-4
15.48,1.8908783197062502E-4
15.5,1.9846583530367708E-4
15.52,2.11723480913459E-4
15.54,2.1962339969898686E-4
15.56,2.3004754107835873E-4
15.58,2.3998153904421687E-4
15.6,2.524732274160506E-4
15.62,2.6182397571366183E-4
15.64,2.735852234149728E-4
15.66,2.8417536550727756E-4
15.68,2.965881275516091E-4
15.7,3.0827203222116856E-4
15.72,3.1949935813926954E-4
15.74,3.3072282590608336E-4
15.76,3.435073375173861E-4
15.78,3.5481337721846533E-4
15.8,3.6480543216312246E-4
15.82,3.759229206981989E-4
15.84,3.853232648553796E-4
15.86,3.9519308129311895E-4
15.88,4.0485108529103695E-4
15.9,4.129412285183256E-4
15.92,4.2239207697272654E-4
15.94,4.3139972732868074E-4
15.96,4.402919910363525E-4
15.98,4.489642634742881E-4
16.0,4.598017756024802E-4
16.02,4.6892614884844327E-4
16.04,4.748475943287761E-4
16.06,4.717824709907297E-4
16.08,4.7087320011045166E-4
16.1,4.698196674658289E-4
16.12,4.994914991304011E-4
16.14,5.254228998441851E-4
16.16,5.576010900339784E-4
16.18,5.716500496115465E-4
16.2,5.918647438496647E-4
16.22,6.075858580663551E-4
16.24,6.272890677462274E-4
16.26,6.450096050399041E-4
16.28,6.631442434210245E-4
16.3,6.743370602664654E-4
16.32,6.869270063959098E-4
16.34,6.980106222765722E-4
16.36,7.101750973997966E-4
16.38,7.172859689565476E-4
16.4,7.286201422391208E-4
16.42,7.35789234375649E-4
16.44,7.431436706645153E-4
16.46,7.504137269609247E-4
16.48,7.561436375441292E-4
16.5,7.578066274334432E-4
